season,seed,match,handle,before,current,before_score,current_score,delta
1,233,13,"1devnn",win,win,1,1,0
1,233,14,"thebookdesk",win,win,1,1,0
1,233,15,"plugalug1",win,win,1,1,0
1,233,16,"rayjennife23431",win,win,1,1,0
1,233,17,"desmondcheongzx",win,win,1,1,0
1,233,18,"barkgj",win,win,1,1,0
1,233,19,"xrealtimeeng",win,win,1,1,0
1,233,20,"javabeanai",win,win,1,1,0
2,211,1,"diamondhanddie",win,win,1,1,0
2,211,2,"sodiumhyrdride",win,win,1,1,0
2,211,3,"sodiumhyrdride",loss,loss,0,0,0
2,211,4,"diamondhanddie",win,win,1,1,0
2,211,5,"devtony",loss,loss,0,0,0
2,211,6,"as42tsx",win,win,1,1,0
2,211,7,"as42tsx",win,win,1,1,0
2,211,8,"omlejmi",draw,draw,0.5,0.5,0
2,211,9,"mayanksagar26",win,win,1,1,0
2,211,10,"sunix_s",win,win,1,1,0
2,211,11,"sunix_s",win,win,1,1,0
2,211,12,"scottmrisk",win,win,1,1,0
2,211,13,"nozeheize",win,win,1,1,0
2,211,14,"vibeleiz",draw,draw,0.5,0.5,0
2,211,15,"as42tsx",win,win,1,1,0
2,211,16,"thatretireddude",win,win,1,1,0
2,211,17,"scottmrisk",win,win,1,1,0
2,211,18,"diamondhanddie",win,win,1,1,0
2,211,19,"vibeleiz",win,win,1,1,0
2,211,20,"josephyangx",loss,loss,0,0,0
2,223,1,"devtony",loss,loss,0,0,0
2,223,2,"truongluongvinh",draw,draw,0.5,0.5,0
2,223,3,"vibeleiz",loss,loss,0,0,0
2,223,4,"poteto",loss,loss,0,0,0
2,223,5,"poteto",draw,draw,0.5,0.5,0
2,223,6,"scottmrisk",win,win,1,1,0
2,223,7,"thatretireddude",win,win,1,1,0
2,223,8,"truongluongvinh",win,win,1,1,0
2,223,9,"poteto",win,win,1,1,0
2,223,10,"josephyangx",win,win,1,1,0
2,223,11,"devtony",loss,loss,0,0,0
2,223,12,"mayanksagar26",win,win,1,1,0
2,223,13,"thatretireddude",win,win,1,1,0
2,223,14,"sodiumhyrdride",win,win,1,1,0
2,223,15,"sunix_s",win,win,1,1,0
2,223,16,"as42tsx",win,win,1,1,0
2,223,17,"thatretireddude",win,win,1,1,0
2,223,18,"omlejmi",draw,draw,0.5,0.5,0
2,223,19,"thatretireddude",win,win,1,1,0
2,223,20,"devtony",win,win,1,1,0
2,227,1,"vibeleiz",loss,loss,0,0,0
2,227,2,"truongluongvinh",win,win,1,1,0
2,227,3,"default_vpc",loss,loss,0,0,0
2,227,4,"ai",win,win,1,1,0
2,227,5,"ai",win,win,1,1,0
2,227,6,"poteto",loss,loss,0,0,0
2,227,7,"mayanksagar26",win,win,1,1,0
2,227,8,"sunix_s",win,win,1,1,0
2,227,9,"scottmrisk",win,win,1,1,0
2,227,10,"scottmrisk",win,win,1,1,0
2,227,11,"sunix_s",win,win,1,1,0
2,227,12,"omlejmi",win,win,1,1,0
2,227,13,"mayanksagar26",win,win,1,1,0
2,227,14,"sunix_s",win,win,1,1,0
2,227,15,"sunix_s",win,win,1,1,0
2,227,16,"as42tsx",win,win,1,1,0
2,227,17,"omlejmi",draw,draw,0.5,0.5,0
2,227,18,"omlejmi",win,win,1,1,0
2,227,19,"josephyangx",draw,draw,0.5,0.5,0
2,227,20,"omlejmi",win,win,1,1,0
2,229,1,"default_vpc",win,win,1,1,0
2,229,2,"josephyangx",draw,draw,0.5,0.5,0
2,229,3,"nozeheize",loss,loss,0,0,0
2,229,4,"scottmrisk",win,win,1,1,0
2,229,5,"truongluongvinh",loss,loss,0,0,0
2,229,6,"nozeheize",win,win,1,1,0
2,229,7,"sunix_s",win,win,1,1,0
2,229,8,"ai",win,win,1,1,0
2,229,9,"sunix_s",win,win,1,1,0
2,229,10,"josephyangx",win,win,1,1,0
2,229,11,"nozeheize",win,win,1,1,0
2,229,12,"thatretireddude",win,win,1,1,0
2,229,13,"vibeleiz",win,win,1,1,0
2,229,14,"scottmrisk",win,win,1,1,0
2,229,15,"vibeleiz",win,win,1,1,0
2,229,16,"devtony",loss,loss,0,0,0
2,229,17,"devtony",win,win,1,1,0
2,229,18,"devtony",draw,draw,0.5,0.5,0
2,229,19,"devtony",win,win,1,1,0
2,229,20,"omlejmi",win,win,1,1,0
2,233,1,"omlejmi",loss,loss,0,0,0
2,233,2,"as42tsx",win,win,1,1,0
2,233,3,"poteto",loss,loss,0,0,0
2,233,4,"ai",win,win,1,1,0
2,233,5,"scottmrisk",win,win,1,1,0
2,233,6,"mayanksagar26",win,win,1,1,0
2,233,7,"truongluongvinh",draw,draw,0.5,0.5,0
2,233,8,"diamondhanddie",win,win,1,1,0
2,233,9,"default_vpc",win,win,1,1,0
2,233,10,"sodiumhyrdride",win,win,1,1,0
2,233,11,"nozeheize",draw,draw,0.5,0.5,0
2,233,12,"ai",win,win,1,1,0
2,233,13,"ai",win,win,1,1,0
2,233,14,"truongluongvinh",draw,draw,0.5,0.5,0
2,233,15,"sodiumhyrdride",win,win,1,1,0
2,233,16,"sunix_s",win,win,1,1,0
2,233,17,"diamondhanddie",win,win,1,1,0
2,233,18,"default_vpc",win,win,1,1,0
2,233,19,"vibeleiz",loss,loss,0,0,0
2,233,20,"nozeheize",win,win,1,1,0
