season,seed,match,handle,before,current,before_score,current_score,delta
1,109,13,"shymicron",win,win,1,1,0
1,109,14,"nickcotsalas",win,win,1,1,0
1,109,15,"joshdbirdwell",win,win,1,1,0
1,109,16,"ykcxx00",win,win,1,1,0
1,109,17,"devarminas",win,win,1,1,0
1,109,18,"orangepeel",win,win,1,1,0
1,109,19,"jennymarquis",win,win,1,1,0
1,109,20,"prithvimallesh",win,win,1,1,0
1,113,1,"edtadros",draw,draw,0.5,0.5,0
1,113,2,"pulsemotionhub1",win,win,1,1,0
1,113,3,"ramche1337",win,win,1,1,0
1,113,4,"josephm95500426",draw,draw,0.5,0.5,0
1,113,5,"carlosramirez",win,win,1,1,0
1,113,6,"ramche1337",win,win,1,1,0
1,113,7,"_coachingportal",win,win,1,1,0
1,113,8,"cyber9trap",win,win,1,1,0
1,113,9,"mm0000001",win,win,1,1,0
1,113,10,"cassiesnow36315",win,win,1,1,0
1,113,11,"phlet7",win,win,1,1,0
1,113,12,"astanevicius",win,win,1,1,0
1,113,13,"petex47",win,win,1,1,0
1,113,14,"m0n0cr0m0",draw,draw,0.5,0.5,0
1,113,15,"selfluencer_io",win,win,1,1,0
1,113,16,"slash9nine9",draw,draw,0.5,0.5,0
1,113,17,"wootini",win,win,1,1,0
1,113,18,"loveteatea7",win,win,1,1,0
1,113,19,"ayoubbuilds",win,win,1,1,0
1,113,20,"parli7",win,win,1,1,0
2,101,1,"ai",win,win,1,1,0
2,101,2,"scottmrisk",loss,loss,0,0,0
2,101,3,"thatretireddude",draw,draw,0.5,0.5,0
2,101,4,"truongluongvinh",loss,loss,0,0,0
2,101,5,"mayanksagar26",win,win,1,1,0
2,101,6,"sunix_s",win,win,1,1,0
2,101,7,"mayanksagar26",loss,loss,0,0,0
2,101,8,"sunix_s",win,win,1,1,0
2,101,9,"nozeheize",win,win,1,1,0
2,101,10,"omlejmi",draw,draw,0.5,0.5,0
2,101,11,"scottmrisk",win,win,1,1,0
2,101,12,"default_vpc",win,win,1,1,0
2,101,13,"scottmrisk",win,win,1,1,0
2,101,14,"ai",win,win,1,1,0
2,101,15,"josephyangx",win,win,1,1,0
2,101,16,"diamondhanddie",win,win,1,1,0
2,101,17,"thatretireddude",win,win,1,1,0
2,101,18,"sodiumhyrdride",win,win,1,1,0
2,101,19,"thatretireddude",win,win,1,1,0
2,101,20,"default_vpc",win,win,1,1,0
2,103,1,"scottmrisk",loss,loss,0,0,0
2,103,2,"truongluongvinh",loss,loss,0,0,0
2,103,3,"as42tsx",win,win,1,1,0
2,103,4,"omlejmi",loss,loss,0,0,0
2,103,5,"devtony",draw,draw,0.5,0.5,0
2,103,6,"vibeleiz",win,win,1,1,0
2,103,7,"diamondhanddie",win,win,1,1,0
2,103,8,"poteto",loss,loss,0,0,0
2,103,9,"sunix_s",win,win,1,1,0
2,103,10,"as42tsx",win,win,1,1,0
2,103,11,"thatretireddude",win,win,1,1,0
2,103,12,"mayanksagar26",win,win,1,1,0
2,103,13,"diamondhanddie",win,win,1,1,0
2,103,14,"vibeleiz",win,win,1,1,0
2,103,15,"sunix_s",win,win,1,1,0
2,103,16,"nozeheize",win,win,1,1,0
2,103,17,"poteto",win,win,1,1,0
2,103,18,"truongluongvinh",win,win,1,1,0
2,103,19,"mayanksagar26",win,win,1,1,0
2,103,20,"sodiumhyrdride",win,win,1,1,0
2,107,1,"scottmrisk",loss,loss,0,0,0
2,107,2,"omlejmi",loss,loss,0,0,0
2,107,3,"default_vpc",win,win,1,1,0
2,107,4,"josephyangx",win,win,1,1,0
2,107,5,"truongluongvinh",draw,draw,0.5,0.5,0
2,107,6,"as42tsx",loss,loss,0,0,0
2,107,7,"poteto",win,win,1,1,0
2,107,8,"truongluongvinh",draw,draw,0.5,0.5,0
2,107,9,"poteto",win,win,1,1,0
2,107,10,"josephyangx",loss,loss,0,0,0
2,107,11,"josephyangx",win,win,1,1,0
2,107,12,"default_vpc",win,win,1,1,0
2,107,13,"sodiumhyrdride",win,win,1,1,0
2,107,14,"scottmrisk",win,win,1,1,0
2,107,15,"devtony",draw,draw,0.5,0.5,0
2,107,16,"as42tsx",win,win,1,1,0
2,107,17,"sunix_s",win,win,1,1,0
2,107,18,"devtony",win,win,1,1,0
2,107,19,"scottmrisk",win,win,1,1,0
2,107,20,"omlejmi",win,win,1,1,0
2,109,1,"vibeleiz",loss,loss,0,0,0
2,109,2,"diamondhanddie",win,win,1,1,0
2,109,3,"devtony",loss,loss,0,0,0
2,109,4,"diamondhanddie",win,win,1,1,0
2,109,5,"sodiumhyrdride",win,win,1,1,0
2,109,6,"truongluongvinh",win,win,1,1,0
2,109,7,"diamondhanddie",win,win,1,1,0
2,109,8,"truongluongvinh",win,win,1,1,0
2,109,9,"sodiumhyrdride",win,win,1,1,0
2,109,10,"scottmrisk",win,win,1,1,0
2,109,11,"diamondhanddie",win,win,1,1,0
2,109,12,"vibeleiz",win,win,1,1,0
2,109,13,"thatretireddude",win,win,1,1,0
2,109,14,"scottmrisk",win,win,1,1,0
2,109,15,"omlejmi",win,win,1,1,0
2,109,16,"vibeleiz",draw,draw,0.5,0.5,0
2,109,17,"diamondhanddie",win,win,1,1,0
2,109,18,"scottmrisk",win,win,1,1,0
2,109,19,"nozeheize",win,win,1,1,0
2,109,20,"sodiumhyrdride",win,win,1,1,0
2,113,1,"diamondhanddie",win,win,1,1,0
2,113,2,"sodiumhyrdride",draw,draw,0.5,0.5,0
2,113,3,"sunix_s",draw,draw,0.5,0.5,0
2,113,4,"nozeheize",win,win,1,1,0
2,113,5,"default_vpc",win,win,1,1,0
2,113,6,"sunix_s",win,win,1,1,0
2,113,7,"ai",win,win,1,1,0
2,113,8,"devtony",loss,loss,0,0,0
2,113,9,"scottmrisk",win,win,1,1,0
2,113,10,"default_vpc",win,win,1,1,0
2,113,11,"sodiumhyrdride",win,win,1,1,0
2,113,12,"as42tsx",win,win,1,1,0
2,113,13,"sodiumhyrdride",win,win,1,1,0
2,113,14,"poteto",win,win,1,1,0
2,113,15,"thatretireddude",win,win,1,1,0
2,113,16,"thatretireddude",win,win,1,1,0
2,113,17,"vibeleiz",win,win,1,1,0
2,113,18,"poteto",draw,draw,0.5,0.5,0
2,113,19,"default_vpc",win,win,1,1,0
2,113,20,"sodiumhyrdride",win,win,1,1,0
