season,seed,match,handle,before,current,before_score,current_score,delta
1,137,2,"5kongz",win,win,1,1,0
1,137,3,"jaybosshq",loss,loss,0,0,0
1,137,4,"torstenbremeyer",win,win,1,1,0
1,137,5,"luxveritasaeter",win,win,1,1,0
1,137,6,"lndigitalworld",win,win,1,1,0
1,137,7,"cyber9trap",win,win,1,1,0
1,137,8,"bradvincent_",win,win,1,1,0
1,137,9,"otarotto",win,win,1,1,0
1,137,10,"evgeniiplosskii",win,win,1,1,0
1,139,1,"loveteatea7",draw,draw,0.5,0.5,0
1,139,2,"wootini",win,win,1,1,0
1,139,3,"arkaene",win,win,1,1,0
1,139,4,"0xadrianvrj",win,win,1,1,0
1,139,5,"jasonleebedunah",win,win,1,1,0
1,139,6,"1618or",win,win,1,1,0
1,139,7,"supbrice",win,win,1,1,0
1,139,8,"dogatemywork",win,win,1,1,0
1,139,9,"parli7",win,win,1,1,0
1,139,10,"kanning_m",win,win,1,1,0
1,149,1,"mechapip",loss,loss,0,0,0
1,149,2,"jeffp2662",win,win,1,1,0
1,149,3,"naphpesoj",win,win,1,1,0
1,149,4,"heydenpaul",win,win,1,1,0
1,149,5,"taxzy920",draw,draw,0.5,0.5,0
1,149,6,"pajuuuuuuu",win,win,1,1,0
1,149,7,"otarotto",win,win,1,1,0
1,149,8,"aferrari",win,win,1,1,0
1,149,9,"antar37",win,win,1,1,0
1,149,10,"chr1sr1chards",win,win,1,1,0
2,101,1,"ai",win,win,1,1,0
2,101,2,"scottmrisk",loss,loss,0,0,0
2,101,3,"thatretireddude",draw,draw,0.5,0.5,0
2,101,4,"truongluongvinh",loss,loss,0,0,0
2,101,5,"mayanksagar26",win,win,1,1,0
2,101,6,"sunix_s",win,win,1,1,0
2,101,7,"mayanksagar26",loss,loss,0,0,0
2,101,8,"sunix_s",win,win,1,1,0
2,101,9,"nozeheize",win,win,1,1,0
2,101,10,"omlejmi",draw,draw,0.5,0.5,0
2,103,1,"scottmrisk",loss,loss,0,0,0
2,103,2,"truongluongvinh",loss,loss,0,0,0
2,103,3,"as42tsx",win,win,1,1,0
2,103,4,"omlejmi",loss,loss,0,0,0
2,103,5,"devtony",draw,draw,0.5,0.5,0
2,103,6,"vibeleiz",win,win,1,1,0
2,103,7,"diamondhanddie",win,win,1,1,0
2,103,8,"poteto",loss,loss,0,0,0
2,103,9,"sunix_s",win,win,1,1,0
2,103,10,"as42tsx",win,win,1,1,0
2,107,1,"scottmrisk",loss,loss,0,0,0
2,107,2,"omlejmi",loss,loss,0,0,0
2,107,3,"default_vpc",win,win,1,1,0
2,107,4,"josephyangx",win,win,1,1,0
2,107,5,"truongluongvinh",draw,draw,0.5,0.5,0
2,107,6,"as42tsx",loss,loss,0,0,0
2,107,7,"poteto",win,win,1,1,0
2,107,8,"truongluongvinh",draw,draw,0.5,0.5,0
2,107,9,"poteto",win,win,1,1,0
2,107,10,"josephyangx",loss,loss,0,0,0
2,109,1,"vibeleiz",loss,loss,0,0,0
2,109,2,"diamondhanddie",win,win,1,1,0
2,109,3,"devtony",loss,loss,0,0,0
2,109,4,"diamondhanddie",win,win,1,1,0
2,109,5,"sodiumhyrdride",win,win,1,1,0
2,109,6,"truongluongvinh",win,win,1,1,0
2,109,7,"diamondhanddie",win,win,1,1,0
2,109,8,"truongluongvinh",win,win,1,1,0
2,109,9,"sodiumhyrdride",win,win,1,1,0
2,109,10,"scottmrisk",win,win,1,1,0
2,113,1,"diamondhanddie",win,win,1,1,0
2,113,2,"sodiumhyrdride",draw,draw,0.5,0.5,0
2,113,3,"sunix_s",draw,draw,0.5,0.5,0
2,113,4,"nozeheize",win,win,1,1,0
2,113,5,"default_vpc",win,win,1,1,0
2,113,6,"sunix_s",win,win,1,1,0
2,113,7,"ai",win,win,1,1,0
2,113,8,"devtony",loss,loss,0,0,0
2,113,9,"scottmrisk",win,win,1,1,0
2,113,10,"default_vpc",win,win,1,1,0
2,127,1,"vibeleiz",win,win,1,1,0
2,127,2,"default_vpc",loss,loss,0,0,0
2,127,3,"thatretireddude",win,win,1,1,0
2,127,4,"vibeleiz",win,win,1,1,0
2,127,5,"truongluongvinh",loss,loss,0,0,0
2,127,6,"omlejmi",loss,loss,0,0,0
2,127,7,"mayanksagar26",win,win,1,1,0
2,127,8,"josephyangx",win,win,1,1,0
2,127,9,"josephyangx",win,win,1,1,0
2,127,10,"scottmrisk",win,win,1,1,0
2,131,1,"truongluongvinh",loss,loss,0,0,0
2,131,2,"ai",win,win,1,1,0
2,131,3,"vibeleiz",win,win,1,1,0
2,131,4,"mayanksagar26",loss,loss,0,0,0
2,131,5,"default_vpc",win,win,1,1,0
2,131,6,"devtony",loss,loss,0,0,0
2,131,7,"devtony",win,win,1,1,0
2,131,8,"vibeleiz",win,win,1,1,0
2,131,9,"omlejmi",loss,loss,0,0,0
2,131,10,"as42tsx",win,win,1,1,0
2,137,1,"omlejmi",win,win,1,1,0
2,137,2,"ai",win,win,1,1,0
2,137,3,"nozeheize",win,win,1,1,0
2,137,4,"truongluongvinh",loss,loss,0,0,0
2,137,5,"poteto",win,win,1,1,0
2,137,6,"omlejmi",draw,draw,0.5,0.5,0
2,137,7,"devtony",loss,loss,0,0,0
2,137,8,"default_vpc",win,win,1,1,0
2,137,9,"sodiumhyrdride",draw,draw,0.5,0.5,0
2,137,10,"josephyangx",draw,draw,0.5,0.5,0
2,139,1,"poteto",loss,loss,0,0,0
2,139,2,"vibeleiz",loss,loss,0,0,0
2,139,3,"as42tsx",win,win,1,1,0
2,139,4,"ai",win,win,1,1,0
2,139,5,"nozeheize",win,win,1,1,0
2,139,6,"ai",win,win,1,1,0
2,139,7,"truongluongvinh",loss,loss,0,0,0
2,139,8,"diamondhanddie",win,win,1,1,0
2,139,9,"sodiumhyrdride",win,win,1,1,0
2,139,10,"omlejmi",loss,loss,0,0,0
2,149,1,"poteto",loss,loss,0,0,0
2,149,2,"nozeheize",loss,loss,0,0,0
2,149,3,"scottmrisk",win,win,1,1,0
2,149,4,"mayanksagar26",win,win,1,1,0
2,149,5,"truongluongvinh",win,win,1,1,0
2,149,6,"sodiumhyrdride",win,win,1,1,0
2,149,7,"sodiumhyrdride",win,win,1,1,0
2,149,8,"ai",win,win,1,1,0
2,149,9,"as42tsx",win,win,1,1,0
2,149,10,"devtony",draw,draw,0.5,0.5,0
